Account_ID,Activities_Last_30_Days,Employees,ZoomInfo_Employee_Range,ZoomInfo_Revenue_Range,Organic_Visits,Pct_Organic_Visits,SEO_Visits,URLs_Indexed,ZoomInfo_Global_HQ_Country,Annual_Revenue_converted,Adjusted_Industry,Account_ICP_Score,Account_ICP_Tier,Page_Count,Page_Count_Range,Alexa_Rank,Parent_Account_Status,y
0011p00001Sf9iM,5.0,2400.0,"1,000 - 5,000",$500 mil. - $1 bil.,553418.0,0.42,553418.0,3240000.0,US,474084000.0,Retail,75.0,Tier B,3240000.0,>1M,43718.0,unknown,no
0011p00001SfWoV,1.0,10000.0,"Over 10,000",Over $5 bil.,1711458.0,0.29,1711458.0,222000.0,US,1000000000.0,Retail,75.0,Tier B,222000.0,Between 100K and 250K,27120.0,unknown,no
0011p00001SgDqi,0.0,10000.0,unknown,unknown,1044368.0,0.47,1064532.0,50200.0,non_US,1311577953.5,Retail,83.333,Tier B,50200.0,Between 50K and 100K,12086.0,unknown,no
0011p00001SgG50,1.0,1000.0,unknown,unknown,596978.0,,596978.0,188000.0,non_US,111130000.0,Retail,70.833,Tier B,188000.0,Between 100K and 250K,49640.0,unknown,yes
0011p00001SgRn1,5.0,10000.0,"Over 10,000",Over $5 bil.,54738.0,0.31,1406167.0,8260.0,US,1000000000.0,Retail,79.167,Tier B,2135746.0,>1M,148902.0,unknown,no
0011p00001SgRrD,31.0,57170.0,"Over 10,000",Over $5 bil.,710304.0,0.73,710304.0,679000.0,US,12000000000.0,Retail,70.833,Tier B,679000.0,Between 500K and 1M,30996.0,unknown,yes
0011p00001SgSk9,7.0,1200.0,"500 - 1,000",unknown,951115.0,0.54,1273905.0,0.0,US,300000000.0,Classified,79.167,Tier B,1690000.0,>1M,12639.0,Active Customer,yes
0011p00001SgZfO,0.0,5000.0,"1,000 - 5,000",$1 bil. - $5 bil.,10541.0,,10541.0,64600.0,US,10000000.0,Retail,54.167,Tier B,64600.0,Between 50K and 100K,98251.0,unknown,no
0011p00001SgcqT,0.0,10000.0,"1,000 - 5,000",$500 mil. - $1 bil.,1038238.0,,1038238.0,68300.0,US,1000000000.0,Retail,62.5,Tier B,68300.0,Between 50K and 100K,78233.0,Prospect,no
0011p00001SgdTL,4.0,500.0,250 - 500,unknown,859029.0,0.25,859029.0,153000.0,US,250000000.0,Retail,66.667,Tier B,153000.0,Between 100K and 250K,19025.0,unknown,yes
0011p00001Sgdwc,0.0,10000.0,"Over 10,000",Over $5 bil.,1003521.0,0.44,1003521.0,85300.0,US,1000000000.0,Retail,62.5,Tier B,85300.0,Between 50K and 100K,61010.0,unknown,no
0011p00001Sgdww,0.0,10000.0,"Over 10,000",Over $5 bil.,59260.0,0.08,1259206.0,771.0,US,1000000000.0,Retail,75.0,Tier B,135771.0,Between 100K and 250K,1000001.0,unknown,no
0011p00001SgdzC,1.0,10000.0,"Over 10,000",$1 bil. - $5 bil.,497300.0,,497300.0,39000.0,US,0.0,Retail,45.833,Tier B,39000.0,Between 10K and 50K,38739.0,unknown,no
0011p00001Sggy6,7.0,500.0,250 - 500,$100 mil. - $250 mil.,937256.0,0.34,937256.0,159000.0,US,10000000.0,Retail,66.667,Tier B,159000.0,Between 100K and 250K,37585.0,Active Customer,yes
0011p00001Sh0M0,3.0,1000.0,unknown,unknown,554034.0,0.17,554034.0,496000.0,non_US,0.0,Retail,75.0,Tier B,496000.0,Between 250K and 500K,7693.0,Prospect,no
0011p00001Sh49C,0.0,10000.0,"Over 10,000",Over $5 bil.,853208.0,0.21,853208.0,168000.0,non_US,1000000000.0,Retail,70.833,Tier B,168000.0,Between 100K and 250K,18097.0,unknown,no
0011p00001Sh4fv,35.0,10000.0,"Over 10,000",Over $5 bil.,772451.0,0.55,772451.0,101000.0,US,1000000000.0,Travel,70.833,Tier B,101000.0,Between 100K and 250K,50417.0,unknown,no
0011p00001ShAR2,27.0,500.0,250 - 500,$250 mil. - $500 mil.,673069.0,,673069.0,387000.0,US,500000000.0,Retail,66.667,Tier B,387000.0,Between 250K and 500K,19223.0,unknown,yes
0011p00001UT2Ub,6.0,250.0,"500 - 1,000",$100 mil. - $250 mil.,1027002.0,0.16,1027002.0,251000.0,non_US,50000000.0,Retail,70.833,Tier B,251000.0,Between 250K and 500K,8053.0,unknown,no
0011p00001UTCIc,0.0,200.0,unknown,unknown,72341.0,,72341.0,163000.0,non_US,55565000.0,Retail,62.5,Tier B,163000.0,Between 100K and 250K,67798.0,unknown,no
0011p00001UTmwz,7.0,1300.0,"1,000 - 5,000",$1 bil. - $5 bil.,1621753.0,0.31,1621753.0,71300.0,US,750000000.0,Classified,62.5,Tier B,71300.0,Between 50K and 100K,4691.0,unknown,yes
0011p00001UToVJ,0.0,200.0,100 - 250,unknown,723565.0,0.48,723565.0,922000.0,US,50000000.0,Classified,62.5,Tier B,922000.0,Between 500K and 1M,58043.0,unknown,no
0011p00001UTtM3,0.0,200.0,unknown,unknown,881078.0,0.2,881078.0,130000.0,non_US,13115779.53,Media,70.833,Tier B,130000.0,Between 100K and 250K,15697.0,unknown,no
0011p00001UUkpA,3.0,1000.0,unknown,unknown,600000.0,,600000.0,2760000.0,non_US,277825000.0,Other,50.0,Tier B,2760000.0,>1M,1000001.0,unknown,no
0011p00001UUrJ5,0.0,10.0,unknown,unknown,1454643.0,0.82,1454643.0,1130000.0,non_US,13115779.53,Travel,75.0,Tier B,1130000.0,>1M,55214.0,unknown,no
0011p00001UV5Ox,3.0,500.0,250 - 500,$500 mil. - $1 bil.,689969.0,0.18,689969.0,931000.0,US,50000000.0,Retail,62.5,Tier B,931000.0,Between 500K and 1M,11337.0,Prospect,yes
0011p00001UVGJc,3.0,120.0,50 - 100,$50 mil. - $100 mil.,817286.0,0.31,817286.0,468000.0,US,20000000.0,Retail,62.5,Tier B,468000.0,Between 250K and 500K,36012.0,unknown,yes
0011p00001UVPL8,7.0,10000.0,"Over 10,000",Over $5 bil.,1431258.0,0.37,1431258.0,216000.0,US,1000000000.0,Retail,75.0,Tier B,216000.0,Between 100K and 250K,30609.0,unknown,no
0011p00001UVzXJ,0.0,500.0,"500 - 1,000",unknown,950136.0,0.68,950136.0,797000.0,US,50000000.0,Classified,66.667,Tier B,797000.0,Between 500K and 1M,1000001.0,unknown,no
0011p00001UWFBg,3.0,500.0,unknown,unknown,1796495.0,,1796495.0,62800.0,non_US,327894488.37,Retail,79.167,Tier B,62800.0,Between 50K and 100K,49134.0,unknown,no
0011p00001X92DF,0.0,350.0,100 - 250,$10 mil. - $25 mil.,792497.0,,792497.0,347000.0,US,17500000.0,Retail,62.5,Tier B,347000.0,Between 250K and 500K,90670.0,unknown,no
0011p00001X9mV6,0.0,200.0,100 - 250,unknown,645891.0,0.41,645891.0,239000.0,US,10000000.0,Media,62.5,Tier B,239000.0,Between 100K and 250K,107448.0,Prospect,no
0011p00001acHuR,0.0,73.0,"1,000 - 5,000",$500 mil. - $1 bil.,,,0.0,1750.0,US,14600000.0,Classified,41.667,Tier B,1750.0,Between 1K and 5K,9777.0,unknown,no
0011p00001acX9n,1.0,119.0,100 - 250,$100 mil. - $250 mil.,620399.0,0.51,620399.0,417000.0,US,0.0,Retail,62.5,Tier B,417000.0,Between 250K and 500K,9543.0,unknown,no
0011p00001ackoz,0.0,3000.0,"1,000 - 5,000",unknown,426901.0,0.34,426901.0,101000.0,US,300000000.0,Retail,62.5,Tier B,101000.0,Between 100K and 250K,59278.0,unknown,no
0011p00001acrOf,0.0,5000.0,"5,000 - 10,000",$1 bil. - $5 bil.,478442.0,0.3,478442.0,244000.0,US,1000000000.0,Retail,66.667,Tier B,244000.0,Between 100K and 250K,87455.0,Prospect,no
0011p00001ad4Fc,11.0,50.0,50 - 100,$5 mil. - $10 mil.,565271.0,,565271.0,790000.0,US,10000000.0,Classified,62.5,Tier B,790000.0,Between 500K and 1M,34650.0,unknown,no
0011p00001adllh,17.0,5000.0,unknown,unknown,1741622.0,,1741622.0,4100.0,non_US,1311577953.5,Retail,70.833,Tier B,4100.0,Between 1K and 5K,33452.0,unknown,no
0011p00001adwJg,0.0,500.0,unknown,unknown,,,0.0,255000.0,non_US,1111300.0,Retail,58.333,Tier B,255000.0,Between 250K and 500K,53456.0,unknown,no
0011p00001aeUBK,0.0,20.0,20 - 50,$5 mil. - $10 mil.,1168653.0,0.23,1168653.0,257000.0,US,5000000.0,Media,62.5,Tier B,257000.0,Between 250K and 500K,15311.0,unknown,no
0011p00001aeyCQ,0.0,55.0,unknown,unknown,280039.0,,280039.0,759000.0,non_US,11113000.0,Classified,66.667,Tier B,759000.0,Between 500K and 1M,24335.0,Prospect,yes
0011p00001afuBw,1.0,200.0,unknown,unknown,747809.0,0.3,747809.0,303000.0,non_US,13115779.53,Classified,70.833,Tier B,303000.0,Between 250K and 500K,87885.0,unknown,no
0011p00001e8s3q,0.0,33511.0,"Over 10,000",Over $5 bil.,540560.0,0.55,760122.0,511000.0,US,19087698000.0,Retail,70.833,Tier B,547300.0,Between 500K and 1M,80376.0,unknown,no
0011p00001e8tQp,0.0,375.0,100 - 250,unknown,1065665.0,,1065665.0,536000.0,US,36000000.0,Retail,66.667,Tier B,536000.0,Between 500K and 1M,542957.0,unknown,no
0011p00001e9lK4,6.0,50.0,20 - 50,$5 mil. - $10 mil.,643121.0,,643121.0,80900.0,US,20000000.0,Classified,50.0,Tier B,80900.0,Between 50K and 100K,56450.0,unknown,yes
0011p00001e9n95,4.0,500.0,50 - 100,$10 mil. - $25 mil.,340285.0,0.88,340285.0,50600.0,US,1000000.0,Classified,50.0,Tier B,50600.0,Between 50K and 100K,58476.0,unknown,no
0011p00001hmxG1,0.0,200.0,20 - 50,$5 mil. - $10 mil.,507552.0,0.55,507552.0,284000.0,non_US,11113000.0,Classified,66.667,Tier B,284000.0,Between 250K and 500K,52848.0,unknown,no
0011p00001hnCOB,0.0,10.0,100 - 250,unknown,1730889.0,0.18,1730889.0,1080000.0,non_US,1000000.0,Classified,79.167,Tier B,1080000.0,>1M,2608.0,unknown,no
0011p00001hnEvC,1.0,500.0,50 - 100,$100 mil. - $250 mil.,1280447.0,0.41,1280447.0,182000.0,US,100000000.0,Retail,66.667,Tier B,182000.0,Between 100K and 250K,11766.0,Prospect,no
0011p00001hnWCE,0.0,30.0,50 - 100,$10 mil. - $25 mil.,1452534.0,0.7,1452534.0,191000.0,US,6000000.0,Classified,62.5,Tier B,191000.0,Between 100K and 250K,105125.0,unknown,no
0011p00001hoNyT,0.0,500.0,250 - 500,$25 mil. - $50 mil.,768104.0,0.12,768104.0,948000.0,US,50000000.0,Classified,62.5,Tier B,948000.0,Between 500K and 1M,1991.0,unknown,no
0011p00001hp00U,4.0,5000.0,"1,000 - 5,000",$250 mil. - $500 mil.,1164786.0,0.43,1164786.0,174000.0,non_US,250000000.0,Retail,75.0,Tier B,174000.0,Between 100K and 250K,23872.0,unknown,no
0011p00001kWjct,36.0,10.0,50 - 100,$250 mil. - $500 mil.,640114.0,0.46,640114.0,144000.0,US,1000000.0,Retail,62.5,Tier B,144000.0,Between 100K and 250K,56757.0,unknown,yes
0011p00001kWjgy,7.0,5000.0,"1,000 - 5,000",unknown,1281226.0,0.54,1281226.0,164000.0,non_US,250000000.0,Retail,75.0,Tier B,164000.0,Between 100K and 250K,55172.0,unknown,no
0011p00001kXGrS,50.0,200.0,50 - 100,$25 mil. - $50 mil.,483784.0,,483784.0,3720000.0,US,50000000.0,Classified,70.833,Tier B,3720000.0,>1M,40039.0,Prospect,yes
0011p00001kXwo6,3.0,1000.0,"500 - 1,000",$100 mil. - $250 mil.,608569.0,0.22,608569.0,152000.0,US,250000000.0,Retail,66.667,Tier B,152000.0,Between 100K and 250K,156630.0,unknown,no
0011p00001kY4et,0.0,10000.0,"5,000 - 10,000",$1 bil. - $5 bil.,801804.0,,801804.0,47400.0,US,1000000000.0,Retail,50.0,Tier B,47400.0,Between 10K and 50K,37491.0,unknown,no
0011p00001kYElY,5.0,500.0,"1,000 - 5,000",unknown,850034.0,0.17,1095085.0,19800.0,US,1000000.0,Retail,70.833,Tier B,219800.0,Between 100K and 250K,20921.0,unknown,no
0011p00001o68oh,0.0,500.0,100 - 250,$25 mil. - $50 mil.,140390.0,0.38,140390.0,167000.0,non_US,50000000.0,Classified,62.5,Tier B,167000.0,Between 100K and 250K,44771.0,Prospect,no
0011p00001o6w11,0.0,10000.0,"5,000 - 10,000",Over $5 bil.,1106062.0,0.47,1106062.0,832000.0,non_US,1000000000.0,Retail,75.0,Tier B,832000.0,Between 500K and 1M,30985.0,unknown,no
0011p00001o6wHh,0.0,500.0,250 - 500,$100 mil. - $250 mil.,1553896.0,,1553896.0,315000.0,non_US,100000000.0,Classified,70.833,Tier B,315000.0,Between 250K and 500K,4425.0,Prospect,no
0011p00001o7PpB,0.0,500.0,250 - 500,$100 mil. - $250 mil.,218556.0,0.22,218556.0,284000.0,US,50000000.0,Retail,62.5,Tier B,284000.0,Between 250K and 500K,16110.0,unknown,no
0011p00001o819p,0.0,200.0,unknown,unknown,590780.0,0.31,590780.0,124000.0,non_US,1111300000.0,Classified,66.667,Tier B,124000.0,Between 100K and 250K,38665.0,unknown,no
0011p00001o89rZ,0.0,86.0,50 - 100,$25 mil. - $50 mil.,792859.0,0.37,792859.0,299000.0,US,40800000.0,Retail,62.5,Tier B,299000.0,Between 250K and 500K,76083.0,unknown,no
0011p00001o9BSD,3.0,5000.0,"500 - 1,000",unknown,35461.0,0.41,35461.0,159000.0,US,250000000.0,Classified,66.667,Tier B,159000.0,Between 100K and 250K,1000001.0,unknown,no
0011p00001uJYxx,1.0,200.0,unknown,unknown,110533.0,0.13,110533.0,1910000.0,non_US,13115779.53,Retail,66.667,Tier B,1910000.0,>1M,265947.0,unknown,no
0011p00001uK8g5,0.0,200.0,unknown,unknown,607538.0,0.39,607538.0,802000.0,non_US,55565000.0,Classified,66.667,Tier B,802000.0,Between 500K and 1M,44115.0,unknown,no
0011p00001uKB0W,0.0,5000.0,"1,000 - 5,000",unknown,342227.0,0.41,342227.0,168000.0,US,1000000000.0,Classified,66.667,Tier B,168000.0,Between 100K and 250K,90635.0,unknown,no
0011p00001uLLaI,0.0,98400.0,"Over 10,000",Over $5 bil.,187901.0,,306909.0,6740.0,US,45462000000.0,Retail,45.833,Tier B,16840.0,Between 10K and 50K,179932.0,unknown,yes
0011p00001uM6rt,27.0,200.0,100 - 250,unknown,580786.0,0.37,580786.0,169000.0,US,50000000.0,Retail,62.5,Tier B,169000.0,Between 100K and 250K,51671.0,unknown,no
0011p0000227h7x,0.0,1000.0,"500 - 1,000",$100 mil. - $250 mil.,737884.0,,737884.0,58200.0,US,10000000.0,Retail,54.167,Tier B,58200.0,Between 50K and 100K,23139.0,unknown,no
0011p000029Ullz,6.0,200.0,50 - 100,$5 mil. - $10 mil.,1290737.0,0.33,1290737.0,118000.0,US,10000000.0,Classified,66.667,Tier B,118000.0,Between 100K and 250K,5864.0,unknown,no
0011p000029V0Gu,0.0,517.0,50 - 100,unknown,1708961.0,0.58,1708961.0,218000.0,US,103400000.0,Classified,66.667,Tier B,218000.0,Between 100K and 250K,188112.0,unknown,no
0011p000029VaN5,0.0,24100.0,"Over 10,000",$1 bil. - $5 bil.,689520.0,0.72,689520.0,101000.0,US,3034689000.0,Retail,70.833,Tier B,101000.0,Between 100K and 250K,349855.0,unknown,no
0011p000029Vjd1,4.0,10000.0,unknown,unknown,714350.0,,714350.0,22800.0,non_US,100000000.0,Classified,66.667,Tier B,22800.0,Between 10K and 50K,27050.0,unknown,no
0011p000029VkLv,6.0,200.0,50 - 100,$1 mil. - $5 mil.,1611345.0,0.57,1611345.0,1010000.0,US,1000000.0,Media,79.167,Tier B,1010000.0,>1M,40387.0,unknown,no
0011p000029W13p,1.0,5000.0,"1,000 - 5,000",$500 mil. - $1 bil.,343941.0,,343941.0,14500.0,US,1000000000.0,Retail,45.833,Tier B,14500.0,Between 10K and 50K,52455.0,unknown,no
0011p000029W5X7,3.0,17700.0,"Over 10,000",$1 bil. - $5 bil.,205828.0,0.64,205828.0,214000.0,US,3668800000.0,Retail,66.667,Tier B,214000.0,Between 100K and 250K,242201.0,unknown,no
0011p000029W8Sv,0.0,5000.0,"5,000 - 10,000",$500 mil. - $1 bil.,210978.0,,210978.0,19500.0,US,1000000000.0,Retail,45.833,Tier B,19500.0,Between 10K and 50K,145127.0,unknown,no
0011p000029WpaP,0.0,10000.0,unknown,unknown,1085308.0,0.49,1085308.0,148000.0,non_US,10000000.0,Retail,83.333,Tier B,148000.0,Between 100K and 250K,116094.0,unknown,no
0011p000029WpbD,0.0,500.0,unknown,unknown,912251.0,,912251.0,183000.0,non_US,50000000.0,Classified,66.667,Tier B,183000.0,Between 100K and 250K,29420.0,unknown,no
0011p000029Wpbo,0.0,5000.0,unknown,unknown,287821.0,0.29,287821.0,191000.0,non_US,250000000.0,Travel,70.833,Tier B,191000.0,Between 100K and 250K,58438.0,unknown,no
0011p000029WpcU,0.0,5000.0,50 - 100,$500 mil. - $1 bil.,1282293.0,0.56,1282293.0,330000.0,non_US,1000000000.0,Retail,79.167,Tier B,330000.0,Between 250K and 500K,89899.0,unknown,no
0011p00002BMXP7,9.0,1000.0,unknown,unknown,1500893.0,0.21,1500893.0,755000.0,non_US,100000000.0,Classified,79.167,Tier B,755000.0,Between 500K and 1M,55249.0,unknown,no
0011p00002BMXPK,0.0,5000.0,unknown,unknown,1147019.0,0.56,1147019.0,122000.0,non_US,1000000000.0,Travel,83.333,Tier B,122000.0,Between 100K and 250K,265223.0,unknown,no
0011p00002BMXPf,0.0,10000.0,unknown,unknown,1184902.0,0.45,1184902.0,914000.0,non_US,1000000000.0,Classified,83.333,Tier B,914000.0,Between 500K and 1M,71564.0,unknown,no
0011p00002BMYtt,0.0,10000.0,unknown,unknown,1401653.0,0.68,1401653.0,309000.0,non_US,1000000000.0,Retail,87.5,Tier B,309000.0,Between 250K and 500K,802347.0,unknown,no
0011p00002BMYv9,0.0,10000.0,"Over 10,000",Over $5 bil.,708200.0,0.75,708200.0,176000.0,non_US,1000000000.0,Retail,75.0,Tier B,176000.0,Between 100K and 250K,127758.0,Prospect,no
0011p00002BMYvq,2.0,10000.0,"Over 10,000",Over $5 bil.,1219956.0,0.53,1219956.0,126000.0,non_US,1000000000.0,Retail,87.5,Tier B,126000.0,Between 100K and 250K,4358.0,unknown,no
0011p00002BMYvs,9.0,10000.0,"Over 10,000",$1 bil. - $5 bil.,1178857.0,0.4,1178857.0,316000.0,non_US,1000000000.0,Retail,87.5,Tier B,316000.0,Between 250K and 500K,15027.0,unknown,no
0011p00002BMZFb,0.0,10000.0,"1,000 - 5,000",$250 mil. - $500 mil.,1709090.0,0.31,1709090.0,87000.0,non_US,1000000000.0,Retail,83.333,Tier B,87000.0,Between 50K and 100K,52080.0,Prospect,no
0011p00002BMZFt,3.0,10000.0,unknown,unknown,513912.0,0.73,645726.0,213000.0,non_US,1000000000.0,Retail,70.833,Tier B,227700.0,Between 100K and 250K,42348.0,unknown,no
0011p00002BMZG1,0.0,200.0,unknown,unknown,885898.0,0.56,885898.0,196000.0,non_US,50000000.0,Media,70.833,Tier B,196000.0,Between 100K and 250K,53338.0,unknown,no
0011p00002BMZHX,0.0,500.0,unknown,unknown,1790004.0,0.63,1790004.0,258000.0,non_US,10000000.0,Retail,87.5,Tier B,258000.0,Between 250K and 500K,45451.0,unknown,no
0011p00002BMZtr,2.0,5000.0,unknown,unknown,1097169.0,0.28,1097169.0,158000.0,non_US,1000000000.0,Retail,83.333,Tier B,158000.0,Between 100K and 250K,114860.0,unknown,no
0011p00002BMZuK,2.0,10000.0,unknown,unknown,1556386.0,0.46,1556386.0,143000.0,non_US,1000000000.0,Retail,87.5,Tier B,143000.0,Between 100K and 250K,5385.0,unknown,no
0011p00002BMZw5,0.0,5000.0,unknown,unknown,10234.0,0.79,1187230.0,631.0,non_US,1000000000.0,Retail,87.5,Tier B,188431.0,Between 100K and 250K,1000001.0,unknown,no
0011p00002BMZwE,8.0,10000.0,"Over 10,000",$1 bil. - $5 bil.,1441374.0,0.27,1441374.0,919000.0,non_US,1000000000.0,Retail,87.5,Tier B,919000.0,Between 500K and 1M,17223.0,unknown,no
0011p00002BMaPu,0.0,10000.0,unknown,unknown,1089653.0,0.38,1089653.0,52100.0,non_US,1000000000.0,Travel,62.5,Tier B,52100.0,Between 50K and 100K,33450.0,unknown,no
0011p00002CYYTx,11.0,1000.0,"1,000 - 5,000",$250 mil. - $500 mil.,183647.0,0.27,183647.0,2080000.0,non_US,250000000.0,Retail,70.833,Tier B,2080000.0,>1M,100618.0,unknown,no
0011p00002CYbMk,9.0,1000.0,"1,000 - 5,000",$100 mil. - $250 mil.,759814.0,,759814.0,34100.0,non_US,100000000.0,Retail,45.833,Tier B,34100.0,Between 10K and 50K,22903.0,unknown,no
0011p00002HhhDA,0.0,500.0,unknown,unknown,631370.0,0.17,631370.0,701000.0,non_US,50000000.0,Retail,70.833,Tier B,701000.0,Between 500K and 1M,1000001.0,Prospect,no
0011p00002JwjbP,0.0,5000.0,100 - 250,$250 mil. - $500 mil.,1424483.0,0.41,1424483.0,181000.0,non_US,1111300000.0,Retail,66.667,Tier B,181000.0,Between 100K and 250K,9982.0,Prospect,no
0011p00002ORnL1,0.0,15090.0,"Over 10,000",$500 mil. - $1 bil.,1694272.0,,1694272.0,163000.0,non_US,909839000.0,Retail,75.0,Tier B,163000.0,Between 100K and 250K,97397.0,unknown,no
0011p00002Pd90m,1.0,5000.0,"1,000 - 5,000",$10 mil. - $25 mil.,87148.0,,87148.0,345000.0,non_US,1000000000.0,Retail,70.833,Tier B,345000.0,Between 250K and 500K,724150.0,unknown,no
0011p00002PdDjp,0.0,200.0,100 - 250,$25 mil. - $50 mil.,605124.0,,605124.0,1290000.0,non_US,55565000.0,Classified,66.667,Tier B,1290000.0,>1M,19039.0,unknown,no
0011p00002Q4LJO,11.0,10000.0,"Over 10,000",Over $5 bil.,317059.0,,317059.0,66600.0,non_US,1000000000.0,Retail,54.167,Tier B,66600.0,Between 50K and 100K,40641.0,unknown,no
0011p00002Q4LX9,0.0,5000.0,"Over 10,000",unknown,307241.0,0.44,307241.0,169000.0,US,10000000.0,Retail,66.667,Tier B,169000.0,Between 100K and 250K,18770.0,Prospect,no
0011p00002Q4MdY,0.0,1000.0,"1,000 - 5,000",unknown,956820.0,0.54,956820.0,1510000.0,US,1000000.0,Retail,75.0,Tier B,1510000.0,>1M,18756.0,Prospect,no
0011p00002Q4Mpw,0.0,200.0,20 - 50,$5 mil. - $10 mil.,567690.0,0.47,567690.0,240000.0,non_US,50000000.0,Retail,66.667,Tier B,240000.0,Between 100K and 250K,1000001.0,unknown,no
0011p00002Q4NQ7,24.0,5000.0,100 - 250,$25 mil. - $50 mil.,182716.0,,182716.0,101000.0,non_US,1000000000.0,Retail,70.833,Tier B,101000.0,Between 100K and 250K,78088.0,Prospect,no
0011p00002Q4OhE,8.0,200.0,100 - 250,$25 mil. - $50 mil.,979023.0,0.54,979023.0,1150000.0,US,50000000.0,Retail,75.0,Tier B,1150000.0,>1M,145026.0,unknown,no
0011p00002Q4P1o,5.0,200.0,20 - 50,$100 mil. - $250 mil.,683790.0,0.22,683790.0,1300000.0,non_US,50000000.0,Retail,70.833,Tier B,1300000.0,>1M,44616.0,unknown,no
0011p00002Q4PLG,0.0,500.0,"500 - 1,000",unknown,261625.0,0.54,261625.0,238000.0,US,100000000.0,Retail,62.5,Tier B,238000.0,Between 100K and 250K,179125.0,unknown,no
0011p00002Q4PpU,0.0,10.0,100 - 250,$10 mil. - $25 mil.,1005636.0,0.69,1005636.0,2620000.0,US,1000000.0,Classified,79.167,Tier B,2620000.0,>1M,53276.0,unknown,no
0011p00002Q4PsR,0.0,500.0,"500 - 1,000",$50 mil. - $100 mil.,430370.0,0.28,430370.0,103000.0,US,50000000.0,Classified,62.5,Tier B,103000.0,Between 100K and 250K,14466.0,unknown,no
0011p00002Q4Q3J,2.0,200.0,20 - 50,$50 mil. - $100 mil.,,,0.0,1830000.0,non_US,67500000.0,Retail,66.667,Tier B,1830000.0,>1M,159658.0,unknown,no
0011p00002Q4Q4N,0.0,25.0,20 - 50,$5 mil. - $10 mil.,1100324.0,,1100324.0,94500.0,US,10000000.0,Media,50.0,Tier B,94500.0,Between 50K and 100K,44155.0,unknown,no
0011p00002Q4Q8J,0.0,1000.0,"500 - 1,000",$100 mil. - $250 mil.,662383.0,,662383.0,67500.0,non_US,1000000.0,Classified,66.667,Tier B,67500.0,Between 50K and 100K,39061.0,unknown,no
0011p00002Q4RQE,22.0,500.0,20 - 50,$5 mil. - $10 mil.,1721712.0,,1721712.0,2780000.0,non_US,50000000.0,Classified,79.167,Tier B,2780000.0,>1M,5213.0,unknown,yes
0011p00002Q4RqS,9.0,200.0,100 - 250,unknown,266294.0,0.15,266294.0,1110000.0,US,100000000.0,Classified,70.833,Tier B,1110000.0,>1M,30433.0,unknown,no
0011p00002Q4S46,5.0,50.0,20 - 50,$1 mil. - $5 mil.,661122.0,0.52,661122.0,1100000.0,US,10000000.0,Classified,75.0,Tier B,1100000.0,>1M,342004.0,unknown,no
0011p00002Q4SLr,8.0,500.0,100 - 250,$25 mil. - $50 mil.,733664.0,0.24,733664.0,138000.0,US,50000000.0,Media,62.5,Tier B,138000.0,Between 100K and 250K,17978.0,unknown,no
0011p00002Q4SYP,0.0,25.0,10 - 20,$1 mil. - $5 mil.,1033441.0,0.32,1033441.0,206000.0,US,1000000.0,Classified,62.5,Tier B,206000.0,Between 100K and 250K,23825.0,unknown,no
0011p00002Q4SkN,0.0,5000.0,"Over 10,000",unknown,793634.0,,793634.0,81400.0,US,50000000.0,Retail,58.333,Tier B,81400.0,Between 50K and 100K,88663.0,unknown,no
0011p00002Q4SuB,1.0,50.0,50 - 100,$10 mil. - $25 mil.,594139.0,0.83,594139.0,115000.0,US,10000000.0,Classified,62.5,Tier B,115000.0,Between 100K and 250K,1000001.0,unknown,no
0011p00002Q4T8R,0.0,175.0,100 - 250,$25 mil. - $50 mil.,780299.0,0.08,860323.0,1390000.0,US,50000000.0,Retail,75.0,Tier B,1391090.0,>1M,5469.0,unknown,no
0011p00002SdSvu,0.0,5000.0,"Over 10,000",$500 mil. - $1 bil.,876946.0,0.51,876946.0,486000.0,non_US,1311577953.5,Classified,75.0,Tier B,486000.0,Between 250K and 500K,37461.0,unknown,no
0011p00002SeRzc,0.0,200.0,100 - 250,$10 mil. - $25 mil.,1555369.0,0.64,1555369.0,2340000.0,US,1000000.0,Retail,79.167,Tier B,2340000.0,>1M,36454.0,Active Customer,yes
0011p00002SeSZG,1.0,200.0,50 - 100,unknown,212655.0,,212655.0,190000.0,US,50000000.0,Retail,58.333,Tier B,190000.0,Between 100K and 250K,47720.0,unknown,no
0011p00002SeURL,0.0,50.0,1 - 5,"$500,000 - $1 mil.",535386.0,0.28,535386.0,1210000.0,US,10000000.0,Classified,75.0,Tier B,1210000.0,>1M,59600.0,unknown,no
0011p00002SeWhk,37.0,500.0,"500 - 1,000",unknown,1434552.0,0.49,1434552.0,1720000.0,US,50000000.0,Retail,79.167,Tier B,1720000.0,>1M,30763.0,unknown,no
0011p00002SeY0U,24.0,50.0,20 - 50,$5 mil. - $10 mil.,1015757.0,0.6,1015757.0,1800000.0,US,10000000.0,Other,79.167,Tier B,1800000.0,>1M,101724.0,Active Customer,yes
0011p00002SeYY1,0.0,200.0,20 - 50,$5 mil. - $10 mil.,922132.0,0.45,922132.0,776000.0,non_US,10000000.0,Classified,66.667,Tier B,776000.0,Between 500K and 1M,23727.0,unknown,no
